gene	tissue	Gene	CHR	START_POS	END_POS	arm
ENSR00000144538	Skin_no_sun	ENSR00000144538	22	25941968	25942167	22q12.1
ENSR00000144538	Thyroid	ENSR00000144538	22	25941968	25942167	22q12.1
ENSR00000144539	Thyroid	ENSR00000144539	22	25942767	25943168	22q12.1
ENSR00000144539	Skin_no_sun	ENSR00000144539	22	25942767	25943168	22q12.1
ENSR00000144539	Pituitary	ENSR00000144539	22	25942767	25943168	22q12.1
ENSR00000144540	Small_intestine	ENSR00000144540	22	25943286	25943653	22q12.1
ENSR00000144540	Thyroid	ENSR00000144540	22	25943286	25943653	22q12.1
ENSR00000144540	Skin_no_sun	ENSR00000144540	22	25943286	25943653	22q12.1
ENSR00000144540	Pituitary	ENSR00000144540	22	25943286	25943653	22q12.1
ENSR00000144540	Brain_Hippo	ENSR00000144540	22	25943286	25943653	22q12.1
ENSR00000144541	Skin_sun	ENSR00000144541	22	25947345	25947749	22q12.1
ENSR00000144541	Pituitary	ENSR00000144541	22	25947345	25947749	22q12.1
ENSR00000146626	Brain_Hypo	ENSR00000146626	22	41813805	41814604	22q13.2
ENSR00000146688	Brain_Cer	ENSR00000146688	22	42327755	42328150	22q13.2
ENSR00000146704	Nerve	ENSR00000146704	22	42435393	42435621	22q13.2
ENSR00000146704	Pituitary	ENSR00000146704	22	42435393	42435621	22q13.2
ENSR00000146705	Testis	ENSR00000146705	22	42443070	42443540	22q13.2
ENSR00000146705	Nerve	ENSR00000146705	22	42443070	42443540	22q13.2
ENSR00000301420	Skin_no_sun	ENSR00000301420	22	25939968	25940367	22q12.1
ENSR00000301421	Skin_sun	ENSR00000301421	22	25946768	25947167	22q12.1
ENSR00000301421	Thyroid	ENSR00000301421	22	25946768	25947167	22q12.1
ENSR00000301973	Brain_Spi	ENSR00000301973	22	42437205	42439604	22q13.2
ENSR00000301973	Nerve	ENSR00000301973	22	42437205	42439604	22q13.2
ENSR00000149390	Cells_ebv	ENSR00000149390	3	17771801	17772325	3p24.3
ENSR00000152586	Esophagus_gast	ENSR00000152586	3	52749617	52749816	3p21.1
ENSR00000152586	Uterus	ENSR00000152586	3	52749617	52749816	3p21.1
ENSR00000152586	Breast	ENSR00000152586	3	52749617	52749816	3p21.1
ENSR00000152623	Spleen	ENSR00000152623	3	53105884	53108016	3p21.1
ENSR00000152663	Cells_ebv	ENSR00000152663	3	53330318	53330665	3p21.1
ENSR00000152663	Breast	ENSR00000152663	3	53330318	53330665	3p21.1
ENSR00000152663	Adipose_sub	ENSR00000152663	3	53330318	53330665	3p21.1
ENSR00000152663	Pituitary	ENSR00000152663	3	53330318	53330665	3p21.1
ENSR00000152664	Esophagus_gast	ENSR00000152664	3	53333620	53333881	3p21.1
ENSR00000152664	Minor_salivary_gland	ENSR00000152664	3	53333620	53333881	3p21.1
ENSR00000171352	Heart_Left	ENSR00000171352	4	103699758	103700370	4q24
ENSR00000171353	Heart_Left	ENSR00000171353	4	103701557	103701958	4q24
ENSR00000311291	Lung	ENSR00000311291	4	103619158	103619357	4q24
ENSR00000177797	Thyroid	ENSR00000177797	5	6734485	6734758	5p15.31
ENSR00000185038	Breast	ENSR00000185038	5	108665502	108666025	5q21.3
ENSR00000187758	Adipose_vis	ENSR00000187758	5	139637522	139638020	5q31.3
ENSR00000187789	Brain_Cer	ENSR00000187789	5	139770781	139771302	5q31.3
ENSR00000315286	Adipose_sub	ENSR00000315286	5	63521028	63522027	5q12.3
ENSR00000195168	Colon_transverse	ENSR00000195168	6	27739780	27740779	6p22.1
ENSR00000195169	Colon_transverse	ENSR00000195169	6	27741580	27741779	6p22.1
ENSR00000195227	Testis	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Adipose_sub	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Cerebellum	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Lung	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Fro	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Colon_sigmoid	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Cau	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Hippo	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Adrenal	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Skin_no_sun	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Hypo	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Esophagus_gast	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Artery_cor	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Skin_sun	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Cells_ebv	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Muscle_skeletal	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Heart_Left	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Artery_aor	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195823	Esophagus_muc	ENSR00000195823	6	33596194	33596534	6p21.31
ENSR00000195823	Skin_no_sun	ENSR00000195823	6	33596194	33596534	6p21.31
ENSR00000195824	Esophagus_muc	ENSR00000195824	6	33600191	33602694	6p21.31
ENSR00000207303	Small_intestine	ENSR00000207303	6	170675684	170676061	6q27
ENSR00000319992	Nerve	ENSR00000319992	6	26975980	26977179	6p22.2
ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1
ENSR00000320016	Colon_transverse	ENSR00000320016	6	27335380	27337179	6p22.1
ENSR00000320019	Brain_Amy	ENSR00000320019	6	27389980	27391979	6p22.1
ENSR00000320042	Brain_Sub	ENSR00000320042	6	28066379	28067378	6p22.1
ENSR00000320213	Brain_Amy	ENSR00000320213	6	31035178	31035577	6p21.33
ENSR00000320213	Brain_Cau	ENSR00000320213	6	31035178	31035577	6p21.33
ENSR00000320214	Brain_Amy	ENSR00000320214	6	31036378	31037177	6p21.33
ENSR00000207666	Testis	ENSR00000207666	7	1902345	1903466	7p22.3
ENSR00000207667	Testis	ENSR00000207667	7	1903692	1904508	7p22.3
ENSR00000211619	Brain_Sub	ENSR00000211619	7	42923722	42923898	7p14.1
ENSR00000216268	Whole_blood	ENSR00000216268	7	104607847	104608048	7q22.3
ENSR00000216757	Testis	ENSR00000216757	7	110851103	110851424	7q31.1
ENSR00000219096	Colon_sigmoid	ENSR00000219096	7	140234362	140235066	7q34
ENSR00000324546	Esophagus_mus	ENSR00000324546	7	2710435	2711034	7p22.3
ENSR00000325922	Brain_Sub	ENSR00000325922	7	42925800	42926199	7p14.1
ENSR00000327037	Brain_Ant	ENSR00000327037	7	86427117	86427516	7q21.12
