tissue_locus	gene.x	tissue.x	Gene.x	CHR.x	START_POS.x	END_POS.x	arm.x	gene.y	tissue.y	Gene.y	CHR.y	START_POS.y	END_POS.y	arm.y
Brain_Amy_6p21.33	ENSR00000195487	Brain_Amy	ENSR00000195487	6	31036608	31037087	6p21.33	ENSG00000204463	Brain_Amy	BAG6	6	31606805	31620482	6p21.33
Brain_Amy_6p21.33	ENSR00000195487	Brain_Amy	ENSR00000195487	6	31036608	31037087	6p21.33	ENSG00000137411	Brain_Amy	VARS2	6	30881982	30894236	6p21.33
Brain_Amy_6p21.33	ENSR00000195487	Brain_Amy	ENSR00000195487	6	31036608	31037087	6p21.33	ENSG00000137343	Brain_Amy	ATAT1	6	30594619	30614600	6p21.33
Brain_Amy_6p22.1	ENSR00000320019	Brain_Amy	ENSR00000320019	6	27389980	27391979	6p22.1	ENSG00000204709	Brain_Amy	LINC01556	6	28911654	28912314	6p22.1
Brain_Amy_6p22.1	ENSR00000320019	Brain_Amy	ENSR00000320019	6	27389980	27391979	6p22.1	ENSG00000235109	Brain_Amy	ZSCAN31	6	28292470	28324048	6p22.1
Brain_Cau_17q21.31	ENSR00000094945	Brain_Cau	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000238083	Brain_Cau	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Cau_17q21.31	ENSR00000094945	Brain_Cau	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000159314	Brain_Cau	ARHGAP27	17	43471268	43511787	17q21.31
Brain_Cau_17q21.31	ENSR00000094945	Brain_Cau	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000214401	Brain_Cau	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Cau_17q21.31	ENSR00000094945	Brain_Cau	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000176681	Brain_Cau	LRRC37A	17	44370099	44415160	17q21.31
Brain_Cau_17q21.31	ENSR00000094945	Brain_Cau	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000264589	Brain_Cau	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Cau_17q21.31	ENSR00000094992	Brain_Cau	ENSR00000094992	17	44081168	44081911	17q21.31	ENSG00000238083	Brain_Cau	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Cau_17q21.31	ENSR00000094992	Brain_Cau	ENSR00000094992	17	44081168	44081911	17q21.31	ENSG00000159314	Brain_Cau	ARHGAP27	17	43471268	43511787	17q21.31
Brain_Cau_17q21.31	ENSR00000094992	Brain_Cau	ENSR00000094992	17	44081168	44081911	17q21.31	ENSG00000214401	Brain_Cau	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Cau_17q21.31	ENSR00000094992	Brain_Cau	ENSR00000094992	17	44081168	44081911	17q21.31	ENSG00000176681	Brain_Cau	LRRC37A	17	44370099	44415160	17q21.31
Brain_Cau_17q21.31	ENSR00000094992	Brain_Cau	ENSR00000094992	17	44081168	44081911	17q21.31	ENSG00000264589	Brain_Cau	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Cau_2p13.1	ENSR00000291587	Brain_Cau	ENSR00000291587	2	73948528	73949727	2p13.1	ENSG00000144035	Brain_Cau	NAT8	2	73867850	73869549	2p13.1
Brain_Cau_6p21.33	ENSR00000320213	Brain_Cau	ENSR00000320213	6	31035178	31035577	6p21.33	ENSG00000204516	Brain_Cau	MICB	6	31462658	31478901	6p21.33
Brain_Cau_6p21.33	ENSR00000320213	Brain_Cau	ENSR00000320213	6	31035178	31035577	6p21.33	ENSG00000204536	Brain_Cau	CCHCR1	6	31110216	31126015	6p21.33
Brain_Cau_6p21.33	ENSR00000320213	Brain_Cau	ENSR00000320213	6	31035178	31035577	6p21.33	ENSG00000244731	Brain_Cau	C4A	6	31949834	31970458	6p21.33
Brain_Cau_6p21.33	ENSR00000320213	Brain_Cau	ENSR00000320213	6	31035178	31035577	6p21.33	ENSG00000224389	Brain_Cau	C4B	6	31982572	32003195	6p21.33
Brain_Cau_6p22.1	ENSR00000195227	Brain_Cau	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Brain_Cau	HLA-G	6	29794744	29798902	6p22.1
Brain_Cau_6p22.1	ENSR00000195227	Brain_Cau	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000187987	Brain_Cau	ZSCAN23	6	28399707	28411279	6p22.1
Brain_Cau_6p22.1	ENSR00000195227	Brain_Cau	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Brain_Cau	ZSCAN26	6	28234788	28246001	6p22.1
Brain_Cer_17q21.31	ENSR00000094948	Brain_Cer	ENSR00000094948	17	43651402	43652191	17q21.31	ENSG00000136448	Brain_Cer	NMT1	17	43128978	43186384	17q21.31
Brain_Cer_17q21.31	ENSR00000094948	Brain_Cer	ENSR00000094948	17	43651402	43652191	17q21.31	ENSG00000238083	Brain_Cer	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Cer_17q21.31	ENSR00000095059	Brain_Cer	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000136448	Brain_Cer	NMT1	17	43128978	43186384	17q21.31
Brain_Cer_17q21.31	ENSR00000095059	Brain_Cer	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000238083	Brain_Cer	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Cer_5q31.3	ENSR00000187789	Brain_Cer	ENSR00000187789	5	139770781	139771302	5q31.3	ENSG00000204963	Brain_Cer	PCDHA7	5	140213969	140391929	5q31.3
Brain_Cer_5q31.3	ENSR00000187789	Brain_Cer	ENSR00000187789	5	139770781	139771302	5q31.3	ENSG00000113119	Brain_Cer	TMCO6	5	140019012	140024993	5q31.3
Brain_Cer_5q31.3	ENSR00000187789	Brain_Cer	ENSR00000187789	5	139770781	139771302	5q31.3	ENSG00000204970	Brain_Cer	PCDHA1	5	140165721	140391932	5q31.3
Brain_Cerebellum_17q21.31	ENSR00000095079	Brain_Cerebellum	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000264589	Brain_Cerebellum	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095079	Brain_Cerebellum	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000176681	Brain_Cerebellum	LRRC37A	17	44370099	44415160	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095079	Brain_Cerebellum	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000267121	Brain_Cerebellum	AC008105.3	17	43268298	43299589	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095058	Brain_Cerebellum	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000264589	Brain_Cerebellum	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095058	Brain_Cerebellum	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000176681	Brain_Cerebellum	LRRC37A	17	44370099	44415160	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095058	Brain_Cerebellum	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000267121	Brain_Cerebellum	AC008105.3	17	43268298	43299589	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095059	Brain_Cerebellum	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000264589	Brain_Cerebellum	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095059	Brain_Cerebellum	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000176681	Brain_Cerebellum	LRRC37A	17	44370099	44415160	17q21.31
Brain_Cerebellum_17q21.31	ENSR00000095059	Brain_Cerebellum	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000267121	Brain_Cerebellum	AC008105.3	17	43268298	43299589	17q21.31
Brain_Cerebellum_6p22.1	ENSR00000195227	Brain_Cerebellum	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000198315	Brain_Cerebellum	ZKSCAN8	6	28109661	28127238	6p22.1
Brain_Cerebellum_6p22.1	ENSR00000195227	Brain_Cerebellum	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000112812	Brain_Cerebellum	PRSS16	6	27215480	27224403	6p22.1
Brain_Cerebellum_6p22.1	ENSR00000195227	Brain_Cerebellum	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Brain_Cerebellum	ZSCAN26	6	28234788	28246001	6p22.1
Brain_Cortex_15q25.2	ENSR00000278747	Brain_Cortex	ENSR00000278747	15	84882353	84885152	15q25.2	ENSG00000177082	Brain_Cortex	WDR73	15	85182512	85197574	15q25.2
Brain_Cortex_15q25.2	ENSR00000278747	Brain_Cortex	ENSR00000278747	15	84882353	84885152	15q25.2	ENSG00000182774	Brain_Cortex	RPS17	15	83205501	83209210	15q25.2
Brain_Cortex_17q21.31	ENSR00000095059	Brain_Cortex	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000214401	Brain_Cortex	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Cortex_17q21.31	ENSR00000095056	Brain_Cortex	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000214401	Brain_Cortex	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Cortex_17q21.31	ENSR00000094945	Brain_Cortex	ENSR00000094945	17	43571860	43572604	17q21.31	ENSG00000214401	Brain_Cortex	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Cortex_17q21.31	ENSR00000094947	Brain_Cortex	ENSR00000094947	17	43577167	43579166	17q21.31	ENSG00000214401	Brain_Cortex	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Cortex_17q21.31	ENSR00000094946	Brain_Cortex	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000214401	Brain_Cortex	KANSL1-AS1	17	44270942	44274089	17q21.31
Brain_Fro_17q21.31	ENSR00000283527	Brain_Fro	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000238083	Brain_Fro	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Fro_17q21.31	ENSR00000283527	Brain_Fro	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000176681	Brain_Fro	LRRC37A	17	44370099	44415160	17q21.31
Brain_Fro_17q21.31	ENSR00000095057	Brain_Fro	ENSR00000095057	17	44422567	44422966	17q21.31	ENSG00000238083	Brain_Fro	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Fro_17q21.31	ENSR00000095057	Brain_Fro	ENSR00000095057	17	44422567	44422966	17q21.31	ENSG00000176681	Brain_Fro	LRRC37A	17	44370099	44415160	17q21.31
Brain_Fro_17q21.31	ENSR00000095058	Brain_Fro	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000238083	Brain_Fro	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Fro_17q21.31	ENSR00000095058	Brain_Fro	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000176681	Brain_Fro	LRRC37A	17	44370099	44415160	17q21.31
Brain_Fro_17q21.31	ENSR00000094947	Brain_Fro	ENSR00000094947	17	43577167	43579166	17q21.31	ENSG00000238083	Brain_Fro	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Fro_17q21.31	ENSR00000094947	Brain_Fro	ENSR00000094947	17	43577167	43579166	17q21.31	ENSG00000176681	Brain_Fro	LRRC37A	17	44370099	44415160	17q21.31
Brain_Fro_17q21.31	ENSR00000095056	Brain_Fro	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000238083	Brain_Fro	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Fro_17q21.31	ENSR00000095056	Brain_Fro	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000176681	Brain_Fro	LRRC37A	17	44370099	44415160	17q21.31
Brain_Fro_2q33.1	ENSR00000128481	Brain_Fro	ENSR00000128481	2	198748085	198748459	2q33.1	ENSG00000162971	Brain_Fro	TYW5	2	200793636	200820459	2q33.1
Brain_Fro_2q33.1	ENSR00000128482	Brain_Fro	ENSR00000128482	2	198753126	198754524	2q33.1	ENSG00000162971	Brain_Fro	TYW5	2	200793636	200820459	2q33.1
Brain_Fro_6p22.1	ENSR00000195227	Brain_Fro	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000270604	Brain_Fro	HCG17	6	30201816	30293911	6p22.1
Brain_Hippo_17q21.31	ENSR00000094946	Brain_Hippo	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000176681	Brain_Hippo	LRRC37A	17	44370099	44415160	17q21.31
Brain_Hippo_6p22.1	ENSR00000195227	Brain_Hippo	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000189298	Brain_Hippo	ZKSCAN3	6	28317724	28336949	6p22.1
Brain_Hippo_6p22.1	ENSR00000195227	Brain_Hippo	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000281831	Brain_Hippo	AL645929.2	6	29839672	29841560	6p22.1
Brain_Hypo_22q13.2	ENSR00000146626	Brain_Hypo	ENSR00000146626	22	41813805	41814604	22q13.2	ENSG00000100197	Brain_Hypo	CYP2D6	22	42522501	42526883	22q13.2
Brain_Hypo_22q13.2	ENSR00000146626	Brain_Hypo	ENSR00000146626	22	41813805	41814604	22q13.2	ENSG00000100393	Brain_Hypo	EP300	22	41488596	41576081	22q13.2
Brain_Hypo_6p22.1	ENSR00000195227	Brain_Hypo	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000196812	Brain_Hypo	ZSCAN16	6	28092387	28097860	6p22.1
Brain_Nuc_17q21.31	ENSR00000095056	Brain_Nuc	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000238083	Brain_Nuc	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Nuc_17q21.31	ENSR00000095056	Brain_Nuc	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000176681	Brain_Nuc	LRRC37A	17	44370099	44415160	17q21.31
Brain_Nuc_17q21.31	ENSR00000095056	Brain_Nuc	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000264589	Brain_Nuc	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Nuc_17q21.31	ENSR00000094946	Brain_Nuc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000238083	Brain_Nuc	LRRC37A2	17	44588877	44633016	17q21.31
Brain_Nuc_17q21.31	ENSR00000094946	Brain_Nuc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000176681	Brain_Nuc	LRRC37A	17	44370099	44415160	17q21.31
Brain_Nuc_17q21.31	ENSR00000094946	Brain_Nuc	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000264589	Brain_Nuc	MAPT-AS1	17	43876756	43973046	17q21.31
Brain_Spi_22q13.2	ENSR00000301973	Brain_Spi	ENSR00000301973	22	42437205	42439604	22q13.2	ENSG00000198951	Brain_Spi	NAGA	22	42454338	42466846	22q13.2
Brain_Spi_22q13.2	ENSR00000301973	Brain_Spi	ENSR00000301973	22	42437205	42439604	22q13.2	ENSG00000183066	Brain_Spi	WBP2NL	22	42394729	42454460	22q13.2
Brain_Spi_22q13.2	ENSR00000301973	Brain_Spi	ENSR00000301973	22	42437205	42439604	22q13.2	ENSG00000100197	Brain_Spi	CYP2D6	22	42522501	42526883	22q13.2
Brain_Sub_6p22.1	ENSR00000320042	Brain_Sub	ENSR00000320042	6	28066379	28067378	6p22.1	ENSG00000204632	Brain_Sub	HLA-G	6	29794744	29798902	6p22.1
Brain_Sub_6p22.1	ENSR00000320042	Brain_Sub	ENSR00000320042	6	28066379	28067378	6p22.1	ENSG00000096654	Brain_Sub	ZNF184	6	27418522	27440897	6p22.1
Brain_Sub_6p22.1	ENSR00000320042	Brain_Sub	ENSR00000320042	6	28066379	28067378	6p22.1	ENSG00000187987	Brain_Sub	ZSCAN23	6	28399707	28411279	6p22.1
Breast_17q21.31	ENSR00000095059	Breast	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000176681	Breast	LRRC37A	17	44370099	44415160	17q21.31
Breast_17q21.31	ENSR00000095059	Breast	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000120088	Breast	CRHR1	17	43861646	43913194	17q21.31
Breast_17q21.31	ENSR00000283527	Breast	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000176681	Breast	LRRC37A	17	44370099	44415160	17q21.31
Breast_17q21.31	ENSR00000283527	Breast	ENSR00000283527	17	43578767	43579166	17q21.31	ENSG00000120088	Breast	CRHR1	17	43861646	43913194	17q21.31
Breast_17q21.31	ENSR00000095079	Breast	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000176681	Breast	LRRC37A	17	44370099	44415160	17q21.31
Breast_17q21.31	ENSR00000095079	Breast	ENSR00000095079	17	44643167	44644566	17q21.31	ENSG00000120088	Breast	CRHR1	17	43861646	43913194	17q21.31
Breast_3p21.1	ENSR00000152663	Breast	ENSR00000152663	3	53330318	53330665	3p21.1	ENSG00000055955	Breast	ITIH4	3	52846978	52864704	3p21.1
Breast_3p21.1	ENSR00000152663	Breast	ENSR00000152663	3	53330318	53330665	3p21.1	ENSG00000163938	Breast	GNL3	3	52715172	52728513	3p21.1
Breast_3p21.1	ENSR00000152663	Breast	ENSR00000152663	3	53330318	53330665	3p21.1	ENSG00000114904	Breast	NEK4	3	52742460	52804962	3p21.1
Breast_3p21.1	ENSR00000152586	Breast	ENSR00000152586	3	52749617	52749816	3p21.1	ENSG00000055955	Breast	ITIH4	3	52846978	52864704	3p21.1
Breast_3p21.1	ENSR00000152586	Breast	ENSR00000152586	3	52749617	52749816	3p21.1	ENSG00000163938	Breast	GNL3	3	52715172	52728513	3p21.1
Breast_3p21.1	ENSR00000152586	Breast	ENSR00000152586	3	52749617	52749816	3p21.1	ENSG00000114904	Breast	NEK4	3	52742460	52804962	3p21.1
Breast_6p22.1	ENSR00000195227	Breast	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Breast	HLA-G	6	29794744	29798902	6p22.1
Breast_6p22.1	ENSR00000195227	Breast	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000197062	Breast	ZSCAN26	6	28234788	28246001	6p22.1
Breast_6p22.1	ENSR00000195227	Breast	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000189298	Breast	ZKSCAN3	6	28317724	28336949	6p22.1
Breast_6p22.1	ENSR00000195227	Breast	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000272009	Breast	AL121944.1	6	28046570	28048908	6p22.1
Cells_ebv_10q24.32	ENSR00000032673	Cells_ebv	ENSR00000032673	10	103728359	103729557	10q24.32	ENSG00000156398	Cells_ebv	SFXN2	10	104474295	104503249	10q24.32
Cells_ebv_2q33.1	ENSR00000128414	Cells_ebv	ENSR00000128414	2	198118326	198124723	2q33.1	ENSG00000231621	Cells_ebv	AC013264.1	2	198062715	198063997	2q33.1
Cells_ebv_2q33.1	ENSR00000128402	Cells_ebv	ENSR00000128402	2	198079525	198079924	2q33.1	ENSG00000231621	Cells_ebv	AC013264.1	2	198062715	198063997	2q33.1
Cells_ebv_3p21.1	ENSR00000152663	Cells_ebv	ENSR00000152663	3	53330318	53330665	3p21.1	ENSG00000168268	Cells_ebv	NT5DC2	3	52558401	52569070	3p21.1
Cells_ebv_6p22.1	ENSR00000195227	Cells_ebv	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Cells_ebv	HLA-G	6	29794744	29798902	6p22.1
Cells_ebv_6p22.1	ENSR00000195227	Cells_ebv	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000281831	Cells_ebv	AL645929.2	6	29839672	29841560	6p22.1
Colon_sigmoid_17q21.31	ENSR00000095059	Colon_sigmoid	ENSR00000095059	17	44425167	44426566	17q21.31	ENSG00000176681	Colon_sigmoid	LRRC37A	17	44370099	44415160	17q21.31
Colon_sigmoid_6p22.1	ENSR00000195227	Colon_sigmoid	ENSR00000195227	6	28387846	28388136	6p22.1	ENSG00000204632	Colon_sigmoid	HLA-G	6	29794744	29798902	6p22.1
Colon_transverse_17q21.31	ENSR00000094946	Colon_transverse	ENSR00000094946	17	43576594	43576987	17q21.31	ENSG00000238083	Colon_transverse	LRRC37A2	17	44588877	44633016	17q21.31
Colon_transverse_17q21.31	ENSR00000095058	Colon_transverse	ENSR00000095058	17	44423367	44423566	17q21.31	ENSG00000238083	Colon_transverse	LRRC37A2	17	44588877	44633016	17q21.31
Colon_transverse_17q21.31	ENSR00000095056	Colon_transverse	ENSR00000095056	17	44420664	44421105	17q21.31	ENSG00000238083	Colon_transverse	LRRC37A2	17	44588877	44633016	17q21.31
Esophagus_gast_16p11.2	ENSR00000085056	Esophagus_gast	ENSR00000085056	16	29532625	29533539	16p11.2	ENSG00000169592	Esophagus_gast	INO80E	16	30007036	30017114	16p11.2
Esophagus_gast_3p21.1	ENSR00000152586	Esophagus_gast	ENSR00000152586	3	52749617	52749816	3p21.1	ENSG00000168268	Esophagus_gast	NT5DC2	3	52558401	52569070	3p21.1
