gene	tissue	Gene	CHR	START_POS	END_POS	arm	tissue_locus
ENSR00000095057	Brain_Ant	ENSR00000095057	17	44422567	44422966	17q21.31	Brain_Ant_17q21.31
ENSR00000095058	Lung	ENSR00000095058	17	44423367	44423566	17q21.31	Lung_17q21.31
ENSR00000095058	Brain_Ant	ENSR00000095058	17	44423367	44423566	17q21.31	Brain_Ant_17q21.31
ENSR00000095059	Brain_Ant	ENSR00000095059	17	44425167	44426566	17q21.31	Brain_Ant_17q21.31
ENSR00000095059	Brain_Amy	ENSR00000095059	17	44425167	44426566	17q21.31	Brain_Amy_17q21.31
ENSR00000095059	Lung	ENSR00000095059	17	44425167	44426566	17q21.31	Lung_17q21.31
ENSR00000095059	Brain_Put	ENSR00000095059	17	44425167	44426566	17q21.31	Brain_Put_17q21.31
ENSR00000095059	Nerve	ENSR00000095059	17	44425167	44426566	17q21.31	Nerve_17q21.31
ENSR00000095059	Brain_Hypo	ENSR00000095059	17	44425167	44426566	17q21.31	Brain_Hypo_17q21.31
ENSR00000095079	Lung	ENSR00000095079	17	44643167	44644566	17q21.31	Lung_17q21.31
ENSR00000095079	Nerve	ENSR00000095079	17	44643167	44644566	17q21.31	Nerve_17q21.31
ENSR00000095079	Heart_Atr	ENSR00000095079	17	44643167	44644566	17q21.31	Heart_Atr_17q21.31
ENSR00000095079	Brain_Ant	ENSR00000095079	17	44643167	44644566	17q21.31	Brain_Ant_17q21.31
ENSR00000095079	Brain_Amy	ENSR00000095079	17	44643167	44644566	17q21.31	Brain_Amy_17q21.31
ENSR00000283527	Spleen	ENSR00000283527	17	43578767	43579166	17q21.31	Spleen_17q21.31
ENSR00000283527	Brain_Hypo	ENSR00000283527	17	43578767	43579166	17q21.31	Brain_Hypo_17q21.31
ENSR00000283527	Thyroid	ENSR00000283527	17	43578767	43579166	17q21.31	Thyroid_17q21.31
ENSR00000283527	Nerve	ENSR00000283527	17	43578767	43579166	17q21.31	Nerve_17q21.31
ENSR00000283527	Lung	ENSR00000283527	17	43578767	43579166	17q21.31	Lung_17q21.31
ENSR00000286881	Nerve	ENSR00000286881	18	77352801	77353200	18q23	Nerve_18q23
ENSR00000116923	Cells_ebv	ENSR00000116923	2	48579541	48581738	2p16.3	Cells_ebv_2p16.3
ENSR00000119069	Brain_Cerebellum	ENSR00000119069	2	73943328	73944527	2p13.1	Brain_Cerebellum_2p13.1
ENSR00000119070	Brain_Cerebellum	ENSR00000119070	2	73944928	73945127	2p13.1	Brain_Cerebellum_2p13.1
ENSR00000119271	Spleen	ENSR00000119271	2	75475635	75476124	2p12	Spleen_2p12
ENSR00000128482	Brain_Sub	ENSR00000128482	2	198753126	198754524	2q33.1	Brain_Sub_2q33.1
ENSR00000128482	Brain_Amy	ENSR00000128482	2	198753126	198754524	2q33.1	Brain_Amy_2q33.1
ENSR00000128482	Heart_Left	ENSR00000128482	2	198753126	198754524	2q33.1	Heart_Left_2q33.1
ENSR00000128482	Brain_Hypo	ENSR00000128482	2	198753126	198754524	2q33.1	Brain_Hypo_2q33.1
ENSR00000128680	Brain_Hypo	ENSR00000128680	2	201261724	201261923	2q33.1	Brain_Hypo_2q33.1
ENSR00000128681	Brain_Hypo	ENSR00000128681	2	201262438	201262973	2q33.1	Brain_Hypo_2q33.1
ENSR00000291575	Brain_Cerebellum	ENSR00000291575	2	73857528	73858327	2p13.1	Brain_Cerebellum_2p13.1
ENSR00000291586	Prostate	ENSR00000291586	2	73939928	73942327	2p13.1	Prostate_2p13.1
ENSR00000291586	Brain_Cerebellum	ENSR00000291586	2	73939928	73942327	2p13.1	Brain_Cerebellum_2p13.1
ENSR00000291589	Testis	ENSR00000291589	2	74050928	74051527	2p13.1	Testis_2p13.1
ENSR00000295531	Brain_Spi	ENSR00000295531	2	200672724	200673123	2q33.1	Brain_Spi_2q33.1
ENSR00000136921	Small_intestine	ENSR00000136921	20	36703803	36705002	20q11.23	Small_intestine_20q11.23
ENSR00000144537	Skin_no_sun	ENSR00000144537	22	25939684	25940567	22q12.1	Skin_no_sun_22q12.1
ENSR00000144538	Thyroid	ENSR00000144538	22	25941968	25942167	22q12.1	Thyroid_22q12.1
ENSR00000144538	Skin_no_sun	ENSR00000144538	22	25941968	25942167	22q12.1	Skin_no_sun_22q12.1
ENSR00000144539	Skin_no_sun	ENSR00000144539	22	25942767	25943168	22q12.1	Skin_no_sun_22q12.1
ENSR00000144540	Skin_no_sun	ENSR00000144540	22	25943286	25943653	22q12.1	Skin_no_sun_22q12.1
ENSR00000144540	Thyroid	ENSR00000144540	22	25943286	25943653	22q12.1	Thyroid_22q12.1
ENSR00000144541	Skin_sun	ENSR00000144541	22	25947345	25947749	22q12.1	Skin_sun_22q12.1
ENSR00000301420	Skin_no_sun	ENSR00000301420	22	25939968	25940367	22q12.1	Skin_no_sun_22q12.1
ENSR00000301421	Skin_sun	ENSR00000301421	22	25946768	25947167	22q12.1	Skin_sun_22q12.1
ENSR00000149390	Cells_ebv	ENSR00000149390	3	17771801	17772325	3p24.3	Cells_ebv_3p24.3
ENSR00000185038	Breast	ENSR00000185038	5	108665502	108666025	5q21.3	Breast_5q21.3
ENSR00000315286	Adipose_sub	ENSR00000315286	5	63521028	63522027	5q12.3	Adipose_sub_5q12.3
ENSR00000195169	Colon_transverse	ENSR00000195169	6	27741580	27741779	6p22.1	Colon_transverse_6p22.1
ENSR00000195227	Brain_Fro	ENSR00000195227	6	28387846	28388136	6p22.1	Brain_Fro_6p22.1
ENSR00000195227	Colon_sigmoid	ENSR00000195227	6	28387846	28388136	6p22.1	Colon_sigmoid_6p22.1
ENSR00000195227	Stomach	ENSR00000195227	6	28387846	28388136	6p22.1	Stomach_6p22.1
ENSR00000195227	Cells_ebv	ENSR00000195227	6	28387846	28388136	6p22.1	Cells_ebv_6p22.1
ENSR00000195227	Esophagus_gast	ENSR00000195227	6	28387846	28388136	6p22.1	Esophagus_gast_6p22.1
ENSR00000195823	Esophagus_muc	ENSR00000195823	6	33596194	33596534	6p21.31	Esophagus_muc_6p21.31
ENSR00000195824	Esophagus_muc	ENSR00000195824	6	33600191	33602694	6p21.31	Esophagus_muc_6p21.31
ENSR00000320016	Colon_transverse	ENSR00000320016	6	27335380	27337179	6p22.1	Colon_transverse_6p22.1
ENSR00000320016	Nerve	ENSR00000320016	6	27335380	27337179	6p22.1	Nerve_6p22.1
ENSR00000211619	Brain_Sub	ENSR00000211619	7	42923722	42923898	7p14.1	Brain_Sub_7p14.1
ENSR00000216757	Testis	ENSR00000216757	7	110851103	110851424	7q31.1	Testis_7q31.1
ENSR00000325922	Brain_Sub	ENSR00000325922	7	42925800	42926199	7p14.1	Brain_Sub_7p14.1
ENSR00000327037	Brain_Ant	ENSR00000327037	7	86427117	86427516	7q21.12	Brain_Ant_7q21.12
