gene	tissue	Gene	CHR	START_POS	END_POS	arm	tissue_locus
ENSG00000114854	Brain_Cerebellum	TNNC1	3	52485116	52488057	3p21.1	Brain_Cerebellum_3p21.1
ENSG00000114902	Brain_Fro	SPCS1	3	52738971	52745164	3p21.1	Brain_Fro_3p21.1
ENSG00000114904	Brain_Cerebellum	NEK4	3	52742460	52804962	3p21.1	Brain_Cerebellum_3p21.1
ENSG00000114904	Brain_Cortex	NEK4	3	52742460	52804962	3p21.1	Brain_Cortex_3p21.1
ENSG00000157150	Brain_Nuc	TIMP4	3	12194568	12200412	3p25.2	Brain_Nuc_3p25.2
ENSG00000162244	Brain_Hippo	RPL29	3	52027538	52029911	3p21.2	Brain_Hippo_3p21.2
ENSG00000163634	Brain_Ant	THOC7	3	63819546	63849544	3p14.1	Brain_Ant_3p14.1
ENSG00000163938	Brain_Cau	GNL3	3	52715172	52728513	3p21.1	Brain_Cau_3p21.1
ENSG00000163938	Brain_Cerebellum	GNL3	3	52715172	52728513	3p21.1	Brain_Cerebellum_3p21.1
ENSG00000163938	Brain_Put	GNL3	3	52715172	52728513	3p21.1	Brain_Put_3p21.1
ENSG00000163938	Brain_Fro	GNL3	3	52715172	52728513	3p21.1	Brain_Fro_3p21.1
ENSG00000164078	Brain_Cerebellum	MST1R	3	49924435	49941306	3p21.31	Brain_Cerebellum_3p21.31
ENSG00000164078	Brain_Cer	MST1R	3	49924435	49941306	3p21.31	Brain_Cer_3p21.31
ENSG00000164078	Brain_Nuc	MST1R	3	49924435	49941306	3p21.31	Brain_Nuc_3p21.31
ENSG00000164088	Brain_Sub	PPM1M	3	52279775	52284615	3p21.2	Brain_Sub_3p21.2
ENSG00000164088	Brain_Cer	PPM1M	3	52279775	52284615	3p21.2	Brain_Cer_3p21.2
ENSG00000168237	Brain_Fro	GLYCTK	3	52321105	52329273	3p21.1	Brain_Fro_3p21.1
ENSG00000168237	Brain_Cortex	GLYCTK	3	52321105	52329273	3p21.1	Brain_Cortex_3p21.1
ENSG00000168237	Brain_Cer	GLYCTK	3	52321105	52329273	3p21.1	Brain_Cer_3p21.1
ENSG00000168237	Brain_Cerebellum	GLYCTK	3	52321105	52329273	3p21.1	Brain_Cerebellum_3p21.1
ENSG00000224424	Brain_Cer	PRKAR2A-AS1	3	48885005	48889414	3p21.31	Brain_Cer_3p21.31
ENSG00000239213	Brain_Cer	NCK1-DT	3	136554187	136581460	3q22.3	Brain_Cer_3q22.3
ENSG00000243224	Brain_Ant	AC006252.1	3	52273274	52275113	3p21.2	Brain_Ant_3p21.2
ENSG00000261758	Brain_Hypo	AC117382.2	3	136471472	136474622	3q22.3	Brain_Hypo_3q22.3
ENSG00000261758	Brain_Spi	AC117382.2	3	136471472	136474622	3q22.3	Brain_Spi_3q22.3
ENSG00000261758	Brain_Cortex	AC117382.2	3	136471472	136474622	3q22.3	Brain_Cortex_3q22.3
ENSG00000261758	Brain_Amy	AC117382.2	3	136471472	136474622	3q22.3	Brain_Amy_3q22.3
ENSG00000261758	Brain_Fro	AC117382.2	3	136471472	136474622	3q22.3	Brain_Fro_3q22.3
ENSG00000109572	Brain_Hypo	CLCN3	4	170533784	170644824	4q33	Brain_Hypo_4q33
ENSG00000249106	Brain_Nuc	AC097537.1	4	176711458	176733340	4q34.2	Brain_Nuc_4q34.2
ENSG00000249106	Brain_Put	AC097537.1	4	176711458	176733340	4q34.2	Brain_Put_4q34.2
ENSG00000249106	Brain_Cer	AC097537.1	4	176711458	176733340	4q34.2	Brain_Cer_4q34.2
ENSG00000249106	Brain_Amy	AC097537.1	4	176711458	176733340	4q34.2	Brain_Amy_4q34.2
ENSG00000249106	Brain_Fro	AC097537.1	4	176711458	176733340	4q34.2	Brain_Fro_4q34.2
ENSG00000249106	Brain_Cortex	AC097537.1	4	176711458	176733340	4q34.2	Brain_Cortex_4q34.2
ENSG00000249106	Brain_Spi	AC097537.1	4	176711458	176733340	4q34.2	Brain_Spi_4q34.2
ENSG00000249106	Brain_Hypo	AC097537.1	4	176711458	176733340	4q34.2	Brain_Hypo_4q34.2
ENSG00000120314	Brain_Cau	WDR55	5	140044261	140053709	5q31.3	Brain_Cau_5q31.3
ENSG00000164574	Brain_Cortex	GALNT10	5	153570290	153800544	5q33.2	Brain_Cortex_5q33.2
ENSG00000164574	Brain_Fro	GALNT10	5	153570290	153800544	5q33.2	Brain_Fro_5q33.2
ENSG00000204962	Brain_Cortex	PCDHA8	5	140220772	140391932	5q31.3	Brain_Cortex_5q31.3
ENSG00000204970	Brain_Cerebellum	PCDHA1	5	140165721	140391932	5q31.3	Brain_Cerebellum_5q31.3
ENSG00000239389	Brain_Spi	PCDHA13	5	140261709	140391932	5q31.3	Brain_Spi_5q31.3
ENSG00000250120	Brain_Cortex	PCDHA10	5	140235468	140391932	5q31.3	Brain_Cortex_5q31.3
ENSG00000251141	Brain_Fro	MRPS30-DT	5	44742522	44808879	5p12	Brain_Fro_5p12
ENSG00000272335	Brain_Amy	AC093297.2	5	44826178	44828694	5p12	Brain_Amy_5p12
ENSG00000272335	Brain_Hypo	AC093297.2	5	44826178	44828694	5p12	Brain_Hypo_5p12
ENSG00000010704	Brain_Nuc	HFE	6	26087509	26098571	6p22.2	Brain_Nuc_6p22.2
ENSG00000010704	Brain_Cortex	HFE	6	26087509	26098571	6p22.2	Brain_Cortex_6p22.2
ENSG00000112659	Brain_Fro	CUL9	6	43149922	43192325	6p21.1	Brain_Fro_6p21.1
ENSG00000112659	Brain_Cau	CUL9	6	43149922	43192325	6p21.1	Brain_Cau_6p21.1
ENSG00000112659	Brain_Cortex	CUL9	6	43149922	43192325	6p21.1	Brain_Cortex_6p21.1
ENSG00000112812	Brain_Cer	PRSS16	6	27215480	27224403	6p22.1	Brain_Cer_6p22.1
ENSG00000112812	Brain_Nuc	PRSS16	6	27215480	27224403	6p22.1	Brain_Nuc_6p22.1
ENSG00000124613	Brain_Nuc	ZNF391	6	27342394	27371683	6p22.1	Brain_Nuc_6p22.1
ENSG00000186470	Brain_Cerebellum	BTN3A2	6	26365387	26378548	6p22.2	Brain_Cerebellum_6p22.2
ENSG00000186470	Brain_Cau	BTN3A2	6	26365387	26378548	6p22.2	Brain_Cau_6p22.2
ENSG00000186470	Brain_Hippo	BTN3A2	6	26365387	26378548	6p22.2	Brain_Hippo_6p22.2
ENSG00000186470	Brain_Put	BTN3A2	6	26365387	26378548	6p22.2	Brain_Put_6p22.2
ENSG00000186470	Brain_Cortex	BTN3A2	6	26365387	26378548	6p22.2	Brain_Cortex_6p22.2
ENSG00000186470	Brain_Hypo	BTN3A2	6	26365387	26378548	6p22.2	Brain_Hypo_6p22.2
ENSG00000186470	Brain_Sub	BTN3A2	6	26365387	26378548	6p22.2	Brain_Sub_6p22.2
ENSG00000186470	Brain_Nuc	BTN3A2	6	26365387	26378548	6p22.2	Brain_Nuc_6p22.2
ENSG00000197062	Brain_Put	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Put_6p22.1
ENSG00000197062	Brain_Cer	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Cer_6p22.1
ENSG00000197062	Brain_Spi	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Spi_6p22.1
ENSG00000197062	Brain_Ant	ZSCAN26	6	28234788	28246001	6p22.1	Brain_Ant_6p22.1
ENSG00000198315	Brain_Cortex	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Cortex_6p22.1
ENSG00000198315	Brain_Put	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Put_6p22.1
ENSG00000198315	Brain_Nuc	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Nuc_6p22.1
ENSG00000198315	Brain_Cer	ZKSCAN8	6	28109661	28127238	6p22.1	Brain_Cer_6p22.1
ENSG00000235109	Brain_Put	ZSCAN31	6	28292470	28324048	6p22.1	Brain_Put_6p22.1
ENSG00000283064	Brain_Ant	AL353759.1	6	26160993	26173030	6p22.2	Brain_Ant_6p22.2
ENSG00000122687	Brain_Cer	MRM2	7	2273857	2281840	7p22.3	Brain_Cer_7p22.3
ENSG00000122687	Brain_Cortex	MRM2	7	2273857	2281840	7p22.3	Brain_Cortex_7p22.3
ENSG00000122687	Brain_Cau	MRM2	7	2273857	2281840	7p22.3	Brain_Cau_7p22.3
ENSG00000122687	Brain_Fro	MRM2	7	2273857	2281840	7p22.3	Brain_Fro_7p22.3
ENSG00000146830	Brain_Spi	GIGYF1	7	100277130	100291660	7q22.1	Brain_Spi_7q22.1
ENSG00000176349	Brain_Fro	AC104129.1	7	1878222	1889567	7p22.3	Brain_Fro_7p22.3
ENSG00000085788	Brain_Hippo	DDHD2	8	38082736	38133076	8p11.23	Brain_Hippo_8p11.23
ENSG00000085788	Brain_Nuc	DDHD2	8	38082736	38133076	8p11.23	Brain_Nuc_8p11.23
ENSG00000120903	Brain_Cerebellum	CHRNA2	8	27317273	27337400	8p21.2	Brain_Cerebellum_8p21.2
ENSG00000120903	Brain_Cer	CHRNA2	8	27317273	27337400	8p21.2	Brain_Cer_8p21.2
ENSG00000147535	Brain_Cerebellum	PLPP5	8	38120648	38126761	8p11.23	Brain_Cerebellum_8p11.23
ENSG00000197958	Brain_Sub	RPL12	9	130209953	130213685	9q33.3	Brain_Sub_9q33.3
ENSG00000107882	Brain_Put	SUFU	10	104263744	104393292	10q24.32	Brain_Put_10q24.32
ENSG00000138175	Brain_Cer	ARL3	10	104433488	104474154	10q24.32	Brain_Cer_10q24.32
ENSG00000148795	Brain_Nuc	CYP17A1	10	104590288	104597229	10q24.32	Brain_Nuc_10q24.32
ENSG00000214435	Brain_Sub	AS3MT	10	104629227	104661656	10q24.32	Brain_Sub_10q24.32
ENSG00000214435	Brain_Hypo	AS3MT	10	104629227	104661656	10q24.32	Brain_Hypo_10q24.32
ENSG00000214435	Brain_Cer	AS3MT	10	104629227	104661656	10q24.32	Brain_Cer_10q24.32
ENSG00000080854	Brain_Cerebellum	IGSF9B	11	133766333	133826880	11q25	Brain_Cerebellum_11q25
ENSG00000120451	Brain_Cortex	SNX19	11	130745331	130786404	11q24.3	Brain_Cortex_11q24.3
ENSG00000120451	Brain_Sub	SNX19	11	130745331	130786404	11q24.3	Brain_Sub_11q24.3
ENSG00000120451	Brain_Spi	SNX19	11	130745331	130786404	11q24.3	Brain_Spi_11q24.3
ENSG00000120451	Brain_Hippo	SNX19	11	130745331	130786404	11q24.3	Brain_Hippo_11q24.3
ENSG00000133328	Brain_Cortex	PLAAT2	11	63320242	63330851	11q12.3	Brain_Cortex_11q12.3
ENSG00000170209	Brain_Cer	ANKK1	11	113258501	113271138	11q23.2	Brain_Cer_11q23.2
ENSG00000170209	Brain_Fro	ANKK1	11	113258501	113271138	11q23.2	Brain_Fro_11q23.2
ENSG00000172922	Brain_Hippo	RNASEH2C	11	65481476	65488418	11q13.1	Brain_Hippo_11q13.1
ENSG00000175224	Brain_Cerebellum	ATG13	11	46639077	46696368	11p11.2	Brain_Cerebellum_11p11.2
ENSG00000111237	Brain_Put	VPS29	12	110928888	110939916	12q24.11	Brain_Put_12q24.11
ENSG00000111237	Brain_Cortex	VPS29	12	110928888	110939916	12q24.11	Brain_Cortex_12q24.11
ENSG00000111237	Brain_Nuc	VPS29	12	110928888	110939916	12q24.11	Brain_Nuc_12q24.11
ENSG00000111325	Brain_Fro	OGFOD2	12	123459127	123464590	12q24.31	Brain_Fro_12q24.31
ENSG00000151067	Brain_Cer	CACNA1C	12	2079952	2807116	12p13.33	Brain_Cer_12p13.33
ENSG00000166987	Brain_Nuc	MBD6	12	57914493	57923931	12q13.3	Brain_Nuc_12q13.3
ENSG00000204856	Brain_Cer	FAM216A	12	110906220	110928190	12q24.11	Brain_Cer_12q24.11
ENSG00000256092	Brain_Cer	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cer_12q24.31
ENSG00000256092	Brain_Cortex	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cortex_12q24.31
ENSG00000256092	Brain_Hypo	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Hypo_12q24.31
ENSG00000256092	Brain_Cerebellum	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cerebellum_12q24.31
ENSG00000256092	Brain_Fro	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Fro_12q24.31
ENSG00000256092	Brain_Cau	SBNO1-AS1	12	123848415	123850660	12q24.31	Brain_Cau_12q24.31
ENSG00000139746	Brain_Cer	RBM26	13	79885959	79980612	13q31.1	Brain_Cer_13q31.1
ENSG00000227676	Brain_Cer	LINC01068	13	80140813	80145580	13q31.1	Brain_Cer_13q31.1
ENSG00000227676	Brain_Cerebellum	LINC01068	13	80140813	80145580	13q31.1	Brain_Cerebellum_13q31.1
ENSG00000088808	Brain_Cau	PPP1R13B	14	104199532	104313912	14q32.33	Brain_Cau_14q32.33
ENSG00000126215	Brain_Hippo	XRCC3	14	104163946	104181841	14q32.33	Brain_Hippo_14q32.33
ENSG00000126215	Brain_Cerebellum	XRCC3	14	104163946	104181841	14q32.33	Brain_Cerebellum_14q32.33
ENSG00000259775	Brain_Fro	AL138976.2	14	103798011	103798704	14q32.32	Brain_Fro_14q32.32
ENSG00000259775	Brain_Cortex	AL138976.2	14	103798011	103798704	14q32.32	Brain_Cortex_14q32.32
ENSG00000270108	Brain_Ant	AL049840.6	14	104153913	104154464	14q32.33	Brain_Ant_14q32.33
ENSG00000080644	Brain_Cerebellum	CHRNA3	15	78885394	78913637	15q25.1	Brain_Cerebellum_15q25.1
ENSG00000176371	Brain_Spi	ZSCAN2	15	85144217	85171027	15q25.2	Brain_Spi_15q25.2
ENSG00000177082	Brain_Hippo	WDR73	15	85182512	85197574	15q25.2	Brain_Hippo_15q25.2
ENSG00000182774	Brain_Ant	RPS17	15	83205501	83209210	15q25.2	Brain_Ant_15q25.2
ENSG00000182774	Brain_Fro	RPS17	15	83205501	83209210	15q25.2	Brain_Fro_15q25.2
ENSG00000197978	Brain_Cau	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Cau_15q25.2
ENSG00000197978	Brain_Amy	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Amy_15q25.2
ENSG00000197978	Brain_Cerebellum	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Cerebellum_15q25.2
ENSG00000197978	Brain_Hippo	GOLGA6L9	15	82722223	82731338	15q25.2	Brain_Hippo_15q25.2
ENSG00000090238	Brain_Cau	YPEL3	16	30103635	30108236	16p11.2	Brain_Cau_16p11.2
ENSG00000090238	Brain_Nuc	YPEL3	16	30103635	30108236	16p11.2	Brain_Nuc_16p11.2
ENSG00000090238	Brain_Cer	YPEL3	16	30103635	30108236	16p11.2	Brain_Cer_16p11.2
ENSG00000102882	Brain_Fro	MAPK3	16	30125426	30134827	16p11.2	Brain_Fro_16p11.2
ENSG00000169592	Brain_Cerebellum	INO80E	16	30007036	30017114	16p11.2	Brain_Cerebellum_16p11.2
ENSG00000169592	Brain_Cortex	INO80E	16	30007036	30017114	16p11.2	Brain_Cortex_16p11.2
ENSG00000169592	Brain_Put	INO80E	16	30007036	30017114	16p11.2	Brain_Put_16p11.2
ENSG00000174939	Brain_Put	ASPHD1	16	29911696	29931185	16p11.2	Brain_Put_16p11.2
ENSG00000213380	Brain_Cortex	COG8	16	69354043	69373570	16q22.1	Brain_Cortex_16q22.1
ENSG00000260259	Brain_Nuc	LINC02166	16	89749028	89752977	16q24.3	Brain_Nuc_16q24.3
ENSG00000262246	Brain_Fro	CORO7	16	4404543	4475706	16p13.3	Brain_Fro_16p13.3
ENSG00000006744	Brain_Cortex	ELAC2	17	12894929	12921382	17p12	Brain_Cortex_17p12
ENSG00000159640	Brain_Fro	ACE	17	61554422	61575741	17q23.3	Brain_Fro_17q23.3
ENSG00000176681	Brain_Sub	LRRC37A	17	44370099	44415160	17q21.31	Brain_Sub_17q21.31
ENSG00000176681	Brain_Spi	LRRC37A	17	44370099	44415160	17q21.31	Brain_Spi_17q21.31
ENSG00000238083	Brain_Sub	LRRC37A2	17	44588877	44633016	17q21.31	Brain_Sub_17q21.31
ENSG00000279685	Brain_Sub	MAPT-IT1	17	43973149	43976164	17q21.31	Brain_Sub_17q21.31
ENSG00000122490	Brain_Spi	SLC66A2	18	77662420	77711657	18q23	Brain_Spi_18q23
ENSG00000126456	Brain_Hypo	IRF3	19	50162826	50169132	19q13.33	Brain_Hypo_19q13.33
ENSG00000126456	Brain_Cerebellum	IRF3	19	50162826	50169132	19q13.33	Brain_Cerebellum_19q13.33
ENSG00000126464	Brain_Fro	PRR12	19	50094439	50129696	19q13.33	Brain_Fro_19q13.33
ENSG00000126464	Brain_Cerebellum	PRR12	19	50094439	50129696	19q13.33	Brain_Cerebellum_19q13.33
ENSG00000160161	Brain_Nuc	CILP2	19	19649057	19657468	19p13.11	Brain_Nuc_19p13.11
ENSG00000160161	Brain_Cau	CILP2	19	19649057	19657468	19p13.11	Brain_Cau_19p13.11
ENSG00000167491	Brain_Fro	GATAD2A	19	19496635	19619740	19p13.11	Brain_Fro_19p13.11
ENSG00000187664	Brain_Cerebellum	HAPLN4	19	19365565	19373613	19p13.11	Brain_Cerebellum_19p13.11
ENSG00000187664	Brain_Cau	HAPLN4	19	19365565	19373613	19p13.11	Brain_Cau_19p13.11
ENSG00000213996	Brain_Cer	TM6SF2	19	19375173	19384200	19p13.11	Brain_Cer_19p13.11
ENSG00000250067	Brain_Cerebellum	YJEFN3	19	19639670	19648390	19p13.11	Brain_Cerebellum_19p13.11
ENSG00000101213	Brain_Cau	PTK6	20	62159354	62168729	20q13.33	Brain_Cau_20q13.33
ENSG00000101442	Brain_Cer	ACTR5	20	37377103	37401163	20q11.23	Brain_Cer_20q11.23
ENSG00000215424	Brain_Spi	MCM3AP-AS1	21	47649110	47679304	21q22.3	Brain_Spi_21q22.3
ENSG00000100023	Brain_Cerebellum	PPIL2	22	22020298	22054304	22q11.21	Brain_Cerebellum_22q11.21
ENSG00000100162	Brain_Nuc	CENPM	22	42334741	42343156	22q13.2	Brain_Nuc_22q13.2
ENSG00000100167	Brain_Cer	SEPTIN3	22	42365479	42394225	22q13.2	Brain_Cer_22q13.2
ENSG00000100197	Brain_Ant	CYP2D6	22	42522501	42526883	22q13.2	Brain_Ant_22q13.2
ENSG00000100395	Brain_Cortex	L3MBTL2	22	41601286	41627275	22q13.2	Brain_Cortex_22q13.2
ENSG00000100417	Brain_Cau	PMM1	22	41972904	41985875	22q13.2	Brain_Cau_22q13.2
ENSG00000100418	Brain_Cerebellum	DESI1	22	41994032	42017047	22q13.2	Brain_Cerebellum_22q13.2
ENSG00000159958	Brain_Cortex	TNFRSF13C	22	42318027	42322822	22q13.2	Brain_Cortex_22q13.2
ENSG00000159958	Brain_Nuc	TNFRSF13C	22	42318027	42322822	22q13.2	Brain_Nuc_22q13.2
ENSG00000159958	Brain_Put	TNFRSF13C	22	42318027	42322822	22q13.2	Brain_Put_22q13.2
ENSG00000177096	Brain_Cortex	PHETA2	22	42470252	42475442	22q13.2	Brain_Cortex_22q13.2
ENSG00000177096	Brain_Put	PHETA2	22	42470252	42475442	22q13.2	Brain_Put_22q13.2
ENSG00000183066	Brain_Cau	WBP2NL	22	42394729	42454460	22q13.2	Brain_Cau_22q13.2
ENSG00000183066	Brain_Amy	WBP2NL	22	42394729	42454460	22q13.2	Brain_Amy_22q13.2
ENSG00000183066	Brain_Fro	WBP2NL	22	42394729	42454460	22q13.2	Brain_Fro_22q13.2
ENSG00000183066	Brain_Ant	WBP2NL	22	42394729	42454460	22q13.2	Brain_Ant_22q13.2
ENSG00000198951	Brain_Cer	NAGA	22	42454338	42466846	22q13.2	Brain_Cer_22q13.2
ENSG00000198951	Brain_Fro	NAGA	22	42454338	42466846	22q13.2	Brain_Fro_22q13.2
ENSG00000198951	Brain_Put	NAGA	22	42454338	42466846	22q13.2	Brain_Put_22q13.2
ENSG00000198951	Brain_Cau	NAGA	22	42454338	42466846	22q13.2	Brain_Cau_22q13.2
ENSG00000198951	Brain_Nuc	NAGA	22	42454338	42466846	22q13.2	Brain_Nuc_22q13.2
ENSG00000198951	Brain_Sub	NAGA	22	42454338	42466846	22q13.2	Brain_Sub_22q13.2
ENSG00000198951	Brain_Hippo	NAGA	22	42454338	42466846	22q13.2	Brain_Hippo_22q13.2
ENSG00000205704	Brain_Fro	LINC00634	22	42348178	42354937	22q13.2	Brain_Fro_22q13.2
