gene	tissue	Gene	CHR	START_POS	END_POS	arm
ENSG00000168268	Brain_Cortex	NT5DC2	3	52558401	52569070	3p21.1
ENSG00000224424	Brain_Cer	PRKAR2A-AS1	3	48885005	48889414	3p21.31
ENSG00000239213	Brain_Cer	NCK1-DT	3	136554187	136581460	3q22.3
ENSG00000261758	Brain_Amy	AC117382.2	3	136471472	136474622	3q22.3
ENSG00000261758	Brain_Hypo	AC117382.2	3	136471472	136474622	3q22.3
ENSG00000261758	Brain_Fro	AC117382.2	3	136471472	136474622	3q22.3
ENSG00000261758	Brain_Spi	AC117382.2	3	136471472	136474622	3q22.3
ENSG00000261758	Brain_Cortex	AC117382.2	3	136471472	136474622	3q22.3
ENSG00000261758	Brain_Sub	AC117382.2	3	136471472	136474622	3q22.3
ENSG00000109572	Brain_Hypo	CLCN3	4	170533784	170644824	4q33
ENSG00000249106	Brain_Sub	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Put	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Cortex	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Cer	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Nuc	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Amy	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Fro	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Spi	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000249106	Brain_Hypo	AC097537.1	4	176711458	176733340	4q34.2
ENSG00000113119	Brain_Cer	TMCO6	5	140019012	140024993	5q31.3
ENSG00000113119	Brain_Cau	TMCO6	5	140019012	140024993	5q31.3
ENSG00000113119	Brain_Cerebellum	TMCO6	5	140019012	140024993	5q31.3
ENSG00000113212	Brain_Cer	PCDHB7	5	140552225	140555964	5q31.3
ENSG00000120314	Brain_Cau	WDR55	5	140044261	140053709	5q31.3
ENSG00000146007	Brain_Ant	ZMAT2	5	140078265	140086271	5q31.3
ENSG00000164197	Brain_Nuc	RNF180	5	63461670	63668696	5q12.3
ENSG00000164574	Brain_Cortex	GALNT10	5	153570290	153800544	5q33.2
ENSG00000164574	Brain_Fro	GALNT10	5	153570290	153800544	5q33.2
ENSG00000204962	Brain_Cer	PCDHA8	5	140220772	140391932	5q31.3
ENSG00000204962	Brain_Cortex	PCDHA8	5	140220772	140391932	5q31.3
ENSG00000204969	Brain_Cerebellum	PCDHA2	5	140174437	140391932	5q31.3
ENSG00000204969	Brain_Fro	PCDHA2	5	140174437	140391932	5q31.3
ENSG00000204970	Brain_Cer	PCDHA1	5	140165721	140391932	5q31.3
ENSG00000204970	Brain_Cerebellum	PCDHA1	5	140165721	140391932	5q31.3
ENSG00000239389	Brain_Spi	PCDHA13	5	140261709	140391932	5q31.3
ENSG00000239389	Brain_Cortex	PCDHA13	5	140261709	140391932	5q31.3
ENSG00000248587	Brain_Cerebellum	GDNF-AS1	5	37811691	37953929	5p13.2
ENSG00000249203	Brain_Cortex	LINC02224	5	44495201	44658671	5p12
ENSG00000250120	Brain_Cortex	PCDHA10	5	140235468	140391932	5q31.3
ENSG00000250120	Brain_Ant	PCDHA10	5	140235468	140391932	5q31.3
ENSG00000250120	Brain_Fro	PCDHA10	5	140235468	140391932	5q31.3
ENSG00000251141	Brain_Fro	MRPS30-DT	5	44742522	44808879	5p12
ENSG00000255408	Brain_Cer	PCDHA3	5	140180613	140391932	5q31.3
ENSG00000271752	Brain_Spi	AC112187.3	5	49958693	49959100	5q11.1
ENSG00000272335	Brain_Hypo	AC093297.2	5	44826178	44828694	5p12
ENSG00000272335	Brain_Cau	AC093297.2	5	44826178	44828694	5p12
ENSG00000272335	Brain_Amy	AC093297.2	5	44826178	44828694	5p12
ENSG00000010704	Brain_Nuc	HFE	6	26087509	26098571	6p22.2
ENSG00000010704	Brain_Cortex	HFE	6	26087509	26098571	6p22.2
ENSG00000030110	Brain_Cerebellum	BAK1	6	33540324	33548070	6p21.31
ENSG00000030110	Brain_Cortex	BAK1	6	33540324	33548070	6p21.31
ENSG00000047932	Brain_Fro	GOPC	6	117881432	117923705	6q22.1
ENSG00000096654	Brain_Sub	ZNF184	6	27418522	27440897	6p22.1
ENSG00000112655	Brain_Cerebellum	PTK7	6	43044045	43129457	6p21.1
ENSG00000112659	Brain_Cau	CUL9	6	43149922	43192325	6p21.1
ENSG00000112659	Brain_Cortex	CUL9	6	43149922	43192325	6p21.1
ENSG00000112659	Brain_Fro	CUL9	6	43149922	43192325	6p21.1
ENSG00000112667	Brain_Fro	DNPH1	6	43193367	43197222	6p21.1
ENSG00000112667	Brain_Cau	DNPH1	6	43193367	43197222	6p21.1
ENSG00000112812	Brain_Nuc	PRSS16	6	27215480	27224403	6p22.1
ENSG00000112812	Brain_Cerebellum	PRSS16	6	27215480	27224403	6p22.1
ENSG00000112812	Brain_Cer	PRSS16	6	27215480	27224403	6p22.1
ENSG00000124613	Brain_Nuc	ZNF391	6	27342394	27371683	6p22.1
ENSG00000137312	Brain_Cau	FLOT1	6	30695486	30710509	6p21.33
ENSG00000137312	Brain_Cer	FLOT1	6	30695486	30710509	6p21.33
ENSG00000137312	Brain_Cerebellum	FLOT1	6	30695486	30710509	6p21.33
ENSG00000137337	Brain_Cortex	MDC1	6	30667584	30685224	6p21.33
ENSG00000137343	Brain_Amy	ATAT1	6	30594619	30614600	6p21.33
ENSG00000137404	Brain_Cortex	NRM	6	30655824	30659197	6p21.33
ENSG00000137411	Brain_Amy	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Cer	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Hippo	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Spi	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Hypo	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Cortex	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Ant	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Fro	VARS2	6	30881982	30894236	6p21.33
ENSG00000137411	Brain_Cerebellum	VARS2	6	30881982	30894236	6p21.33
ENSG00000153989	Brain_Cerebellum	NUS1	6	117996632	118031890	6q22.1
ENSG00000179344	Brain_Ant	HLA-DQB1	6	32627244	32636160	6p21.32
ENSG00000179344	Brain_Cortex	HLA-DQB1	6	32627244	32636160	6p21.32
ENSG00000180992	Brain_Fro	MRPL14	6	44081188	44095189	6p21.1
ENSG00000186470	Brain_Cortex	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Hypo	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Cau	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Hippo	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Put	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Sub	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Cerebellum	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Fro	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000186470	Brain_Nuc	BTN3A2	6	26365387	26378548	6p22.2
ENSG00000187987	Brain_Cau	ZSCAN23	6	28399707	28411279	6p22.1
ENSG00000187987	Brain_Spi	ZSCAN23	6	28399707	28411279	6p22.1
ENSG00000187987	Brain_Sub	ZSCAN23	6	28399707	28411279	6p22.1
ENSG00000187987	Brain_Hypo	ZSCAN23	6	28399707	28411279	6p22.1
ENSG00000189298	Brain_Hippo	ZKSCAN3	6	28317724	28336949	6p22.1
ENSG00000196260	Brain_Sub	SFTA2	6	30899130	30923413	6p21.33
ENSG00000196735	Brain_Ant	HLA-DQA1	6	32595956	32614839	6p21.32
ENSG00000196787	Brain_Hypo	HIST1H2AG	6	27100821	27103070	6p22.1
ENSG00000196812	Brain_Hypo	ZSCAN16	6	28092387	28097860	6p22.1
ENSG00000197062	Brain_Cer	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000197062	Brain_Spi	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000197062	Brain_Hippo	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000197062	Brain_Put	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000197062	Brain_Cerebellum	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000197062	Brain_Cau	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000197062	Brain_Ant	ZSCAN26	6	28234788	28246001	6p22.1
ENSG00000198315	Brain_Nuc	ZKSCAN8	6	28109661	28127238	6p22.1
ENSG00000198315	Brain_Put	ZKSCAN8	6	28109661	28127238	6p22.1
ENSG00000198315	Brain_Cer	ZKSCAN8	6	28109661	28127238	6p22.1
ENSG00000198315	Brain_Ant	ZKSCAN8	6	28109661	28127238	6p22.1
ENSG00000198315	Brain_Cerebellum	ZKSCAN8	6	28109661	28127238	6p22.1
ENSG00000198315	Brain_Cortex	ZKSCAN8	6	28109661	28127238	6p22.1
ENSG00000198502	Brain_Ant	HLA-DRB5	6	32485130	32498064	6p21.32
ENSG00000198502	Brain_Nuc	HLA-DRB5	6	32485130	32498064	6p21.32
ENSG00000204228	Brain_Cau	HSD17B8	6	33172432	33174608	6p21.32
ENSG00000204231	Brain_Cer	RXRB	6	33161365	33168465	6p21.32
ENSG00000204248	Brain_Cau	COL11A2	6	33130458	33160276	6p21.32
ENSG00000204248	Brain_Spi	COL11A2	6	33130458	33160276	6p21.32
ENSG00000204248	Brain_Put	COL11A2	6	33130458	33160276	6p21.32
ENSG00000204256	Brain_Fro	BRD2	6	32936371	32949282	6p21.32
ENSG00000204256	Brain_Cortex	BRD2	6	32936371	32949282	6p21.32
ENSG00000204256	Brain_Ant	BRD2	6	32936371	32949282	6p21.32
ENSG00000204257	Brain_Cerebellum	HLA-DMA	6	32916390	32936871	6p21.32
ENSG00000204257	Brain_Cortex	HLA-DMA	6	32916390	32936871	6p21.32
ENSG00000204257	Brain_Cau	HLA-DMA	6	32916390	32936871	6p21.32
ENSG00000204257	Brain_Cer	HLA-DMA	6	32916390	32936871	6p21.32
ENSG00000204257	Brain_Fro	HLA-DMA	6	32916390	32936871	6p21.32
ENSG00000204257	Brain_Hippo	HLA-DMA	6	32916390	32936871	6p21.32
ENSG00000204267	Brain_Ant	TAP2	6	32789610	32806547	6p21.32
ENSG00000204290	Brain_Fro	BTNL2	6	32361740	32374905	6p21.32
ENSG00000204301	Brain_Cerebellum	NOTCH4	6	32162620	32191844	6p21.32
ENSG00000204305	Brain_Ant	AGER	6	32148745	32152099	6p21.32
ENSG00000204305	Brain_Put	AGER	6	32148745	32152099	6p21.32
ENSG00000204308	Brain_Spi	RNF5	6	32146182	32148570	6p21.32
ENSG00000204308	Brain_Cortex	RNF5	6	32146182	32148570	6p21.32
ENSG00000204308	Brain_Cerebellum	RNF5	6	32146182	32148570	6p21.32
ENSG00000204308	Brain_Fro	RNF5	6	32146182	32148570	6p21.32
ENSG00000204344	Brain_Spi	STK19	6	31938868	31950598	6p21.33
ENSG00000204371	Brain_Cau	EHMT2	6	31847536	31865464	6p21.33
ENSG00000204387	Brain_Put	SNHG32	6	31802385	31807543	6p21.33
ENSG00000204421	Brain_Nuc	LY6G6C	6	31686425	31689523	6p21.33
ENSG00000204463	Brain_Hypo	BAG6	6	31606805	31620482	6p21.33
ENSG00000204463	Brain_Amy	BAG6	6	31606805	31620482	6p21.33
ENSG00000204463	Brain_Fro	BAG6	6	31606805	31620482	6p21.33
ENSG00000204516	Brain_Cau	MICB	6	31462658	31478901	6p21.33
ENSG00000204516	Brain_Put	MICB	6	31462658	31478901	6p21.33
ENSG00000204516	Brain_Fro	MICB	6	31462658	31478901	6p21.33
ENSG00000204516	Brain_Hypo	MICB	6	31462658	31478901	6p21.33
ENSG00000204516	Brain_Ant	MICB	6	31462658	31478901	6p21.33
ENSG00000204525	Brain_Cerebellum	HLA-C	6	31236526	31239907	6p21.33
ENSG00000204525	Brain_Hypo	HLA-C	6	31236526	31239907	6p21.33
ENSG00000204531	Brain_Fro	POU5F1	6	31132114	31148508	6p21.33
ENSG00000204536	Brain_Cau	CCHCR1	6	31110216	31126015	6p21.33
ENSG00000204536	Brain_Put	CCHCR1	6	31110216	31126015	6p21.33
ENSG00000204536	Brain_Spi	CCHCR1	6	31110216	31126015	6p21.33
ENSG00000204536	Brain_Cer	CCHCR1	6	31110216	31126015	6p21.33
ENSG00000204540	Brain_Spi	PSORS1C1	6	31082527	31107869	6p21.33
ENSG00000204599	Brain_Hypo	TRIM39	6	30294256	30311506	6p22.1
ENSG00000204632	Brain_Put	HLA-G	6	29794744	29798902	6p22.1
ENSG00000204632	Brain_Cer	HLA-G	6	29794744	29798902	6p22.1
ENSG00000204632	Brain_Cau	HLA-G	6	29794744	29798902	6p22.1
ENSG00000204632	Brain_Sub	HLA-G	6	29794744	29798902	6p22.1
ENSG00000204709	Brain_Cortex	LINC01556	6	28911654	28912314	6p22.1
ENSG00000204709	Brain_Nuc	LINC01556	6	28911654	28912314	6p22.1
ENSG00000204709	Brain_Amy	LINC01556	6	28911654	28912314	6p22.1
ENSG00000206503	Brain_Spi	HLA-A	6	29909037	29913661	6p22.1
ENSG00000213722	Brain_Cortex	DDAH2	6	31694815	31698394	6p21.33
ENSG00000213722	Brain_Cer	DDAH2	6	31694815	31698394	6p21.33
ENSG00000213780	Brain_Hypo	GTF2H4	6	30875984	30881883	6p21.33
ENSG00000214922	Brain_Cortex	HLA-F-AS1	6	29694378	29716826	6p22.1
ENSG00000224389	Brain_Fro	C4B	6	31982572	32003195	6p21.33
ENSG00000224389	Brain_Cortex	C4B	6	31982572	32003195	6p21.33
ENSG00000224389	Brain_Cau	C4B	6	31982572	32003195	6p21.33
ENSG00000224389	Brain_Hypo	C4B	6	31982572	32003195	6p21.33
ENSG00000224389	Brain_Cerebellum	C4B	6	31982572	32003195	6p21.33
ENSG00000228022	Brain_Spi	HCG20	6	30711567	30760027	6p21.33
ENSG00000228022	Brain_Fro	HCG20	6	30711567	30760027	6p21.33
ENSG00000231389	Brain_Cau	HLA-DPA1	6	33032346	33048552	6p21.32
ENSG00000231389	Brain_Cerebellum	HLA-DPA1	6	33032346	33048552	6p21.32
ENSG00000231925	Brain_Ant	TAPBP	6	33267471	33282164	6p21.32
ENSG00000231925	Brain_Nuc	TAPBP	6	33267471	33282164	6p21.32
ENSG00000234127	Brain_Cerebellum	TRIM26	6	30152232	30181204	6p22.1
ENSG00000235109	Brain_Amy	ZSCAN31	6	28292470	28324048	6p22.1
ENSG00000235109	Brain_Put	ZSCAN31	6	28292470	28324048	6p22.1
ENSG00000235109	Brain_Spi	ZSCAN31	6	28292470	28324048	6p22.1
ENSG00000235109	Brain_Hypo	ZSCAN31	6	28292470	28324048	6p22.1
ENSG00000236104	Brain_Hypo	ZBTB22	6	33282183	33285719	6p21.32
ENSG00000242574	Brain_Cerebellum	HLA-DMB	6	32902406	32908805	6p21.32
ENSG00000244731	Brain_Hippo	C4A	6	31949834	31970458	6p21.33
ENSG00000244731	Brain_Nuc	C4A	6	31949834	31970458	6p21.33
ENSG00000244731	Brain_Cer	C4A	6	31949834	31970458	6p21.33
ENSG00000244731	Brain_Fro	C4A	6	31949834	31970458	6p21.33
ENSG00000244731	Brain_Hypo	C4A	6	31949834	31970458	6p21.33
ENSG00000244731	Brain_Put	C4A	6	31949834	31970458	6p21.33
ENSG00000244731	Brain_Amy	C4A	6	31949834	31970458	6p21.33
ENSG00000270604	Brain_Amy	HCG17	6	30201816	30293911	6p22.1
ENSG00000270604	Brain_Fro	HCG17	6	30201816	30293911	6p22.1
ENSG00000270604	Brain_Nuc	HCG17	6	30201816	30293911	6p22.1
ENSG00000270604	Brain_Put	HCG17	6	30201816	30293911	6p22.1
ENSG00000270604	Brain_Ant	HCG17	6	30201816	30293911	6p22.1
ENSG00000270604	Brain_Cortex	HCG17	6	30201816	30293911	6p22.1
ENSG00000270604	Brain_Hypo	HCG17	6	30201816	30293911	6p22.1
ENSG00000272217	Brain_Cerebellum	AL645940.1	6	33213852	33214633	6p21.32
ENSG00000272501	Brain_Amy	AL662844.4	6	31162977	31165814	6p21.33
ENSG00000283064	Brain_Ant	AL353759.1	6	26160993	26173030	6p22.2
ENSG00000283064	Brain_Nuc	AL353759.1	6	26160993	26173030	6p22.2
ENSG00000122687	Brain_Cer	MRM2	7	2273857	2281840	7p22.3
ENSG00000122687	Brain_Fro	MRM2	7	2273857	2281840	7p22.3
ENSG00000122687	Brain_Cau	MRM2	7	2273857	2281840	7p22.3
ENSG00000122687	Brain_Cortex	MRM2	7	2273857	2281840	7p22.3
ENSG00000146830	Brain_Amy	GIGYF1	7	100277130	100291660	7q22.1
ENSG00000146830	Brain_Ant	GIGYF1	7	100277130	100291660	7q22.1
ENSG00000146830	Brain_Cerebellum	GIGYF1	7	100277130	100291660	7q22.1
ENSG00000146830	Brain_Nuc	GIGYF1	7	100277130	100291660	7q22.1
ENSG00000155530	Brain_Cortex	LRGUK	7	133812052	133949343	7q33
ENSG00000188732	Brain_Spi	FAM221A	7	23719749	23742868	7p15.3
ENSG00000085788	Brain_Hippo	DDHD2	8	38082736	38133076	8p11.23
ENSG00000104412	Brain_Cer	EMC2	8	109455830	109501425	8q23.1
ENSG00000104412	Brain_Fro	EMC2	8	109455830	109501425	8q23.1
ENSG00000104412	Brain_Cau	EMC2	8	109455830	109501425	8q23.1
ENSG00000104412	Brain_Cerebellum	EMC2	8	109455830	109501425	8q23.1
ENSG00000120903	Brain_Cer	CHRNA2	8	27317273	27337400	8p21.2
ENSG00000120903	Brain_Cerebellum	CHRNA2	8	27317273	27337400	8p21.2
ENSG00000147535	Brain_Cerebellum	PLPP5	8	38120648	38126761	8p11.23
ENSG00000180921	Brain_Cerebellum	FAM83H	8	144806103	144820404	8q24.3
ENSG00000203499	Brain_Cer	IQANK1	8	144816310	144872814	8q24.3
ENSG00000203499	Brain_Cerebellum	IQANK1	8	144816310	144872814	8q24.3
ENSG00000253230	Brain_Cerebellum	LINC00599	8	9757381	9764188	8p23.1
ENSG00000197958	Brain_Cortex	RPL12	9	130209953	130213685	9q33.3
ENSG00000204055	Brain_Nuc	AL158151.1	9	131939050	131972827	9q34.11
ENSG00000268707	Brain_Amy	AL158151.4	9	131932713	131933219	9q34.11
ENSG00000268707	Brain_Fro	AL158151.4	9	131932713	131933219	9q34.11
ENSG00000059915	Brain_Cerebellum	PSD	10	104162374	104181296	10q24.32
ENSG00000107829	Brain_Cau	FBXW4	10	103370421	103455052	10q24.32
ENSG00000107831	Brain_Amy	FGF8	10	103529887	103540126	10q24.32
ENSG00000107882	Brain_Put	SUFU	10	104263744	104393292	10q24.32
ENSG00000138175	Brain_Cer	ARL3	10	104433488	104474154	10q24.32
ENSG00000148795	Brain_Nuc	CYP17A1	10	104590288	104597229	10q24.32
ENSG00000148798	Brain_Put	INA	10	105036895	105050103	10q24.33
ENSG00000148842	Brain_Nuc	CNNM2	10	104678051	104849979	10q24.32
ENSG00000148842	Brain_Cau	CNNM2	10	104678051	104849979	10q24.32
ENSG00000148843	Brain_Cer	PDCD11	10	105156383	105206051	10q24.33
ENSG00000148843	Brain_Cau	PDCD11	10	105156383	105206051	10q24.33
ENSG00000171206	Brain_Nuc	TRIM8	10	104402067	104420437	10q24.32
ENSG00000214435	Brain_Hypo	AS3MT	10	104629227	104661656	10q24.32
ENSG00000214435	Brain_Cer	AS3MT	10	104629227	104661656	10q24.32
ENSG00000231920	Brain_Nuc	NEBL-AS1	10	21462943	21463977	10p12.31
ENSG00000272933	Brain_Cau	AL391121.1	10	104402549	104403897	10q24.32
ENSG00000080854	Brain_Cerebellum	IGSF9B	11	133766333	133826880	11q25
ENSG00000120451	Brain_Sub	SNX19	11	130745331	130786404	11q24.3
ENSG00000120451	Brain_Hippo	SNX19	11	130745331	130786404	11q24.3
ENSG00000120451	Brain_Hypo	SNX19	11	130745331	130786404	11q24.3
ENSG00000120451	Brain_Spi	SNX19	11	130745331	130786404	11q24.3
ENSG00000120451	Brain_Cortex	SNX19	11	130745331	130786404	11q24.3
ENSG00000120451	Brain_Fro	SNX19	11	130745331	130786404	11q24.3
ENSG00000120451	Brain_Put	SNX19	11	130745331	130786404	11q24.3
ENSG00000133328	Brain_Hypo	PLAAT2	11	63320242	63330851	11q12.3
ENSG00000134575	Brain_Cau	ACP2	11	47260853	47270457	11p11.2
ENSG00000149150	Brain_Cerebellum	SLC43A1	11	57252007	57283253	11q12.1
ENSG00000149295	Brain_Cer	DRD2	11	113280327	113346413	11q23.2
ENSG00000165912	Brain_Cortex	PACSIN3	11	47199073	47207994	11p11.2
ENSG00000170209	Brain_Cortex	ANKK1	11	113258501	113271138	11q23.2
ENSG00000170209	Brain_Cer	ANKK1	11	113258501	113271138	11q23.2
ENSG00000170209	Brain_Fro	ANKK1	11	113258501	113271138	11q23.2
ENSG00000172922	Brain_Hippo	RNASEH2C	11	65481476	65488418	11q13.1
ENSG00000172922	Brain_Cortex	RNASEH2C	11	65481476	65488418	11q13.1
ENSG00000175224	Brain_Cerebellum	ATG13	11	46639077	46696368	11p11.2
