gene	tissue	Gene	CHR	START_POS	END_POS	arm
ENSR00000095058	Brain_Ant	ENSR00000095058	17	44423367	44423566	17q21.31
ENSR00000095058	Brain_Cerebellum	ENSR00000095058	17	44423367	44423566	17q21.31
ENSR00000095059	Brain_Ant	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095059	Brain_Cortex	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095059	Brain_Cer	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095059	Brain_Put	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095059	Brain_Cerebellum	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095059	Brain_Hypo	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095059	Brain_Amy	ENSR00000095059	17	44425167	44426566	17q21.31
ENSR00000095079	Brain_Ant	ENSR00000095079	17	44643167	44644566	17q21.31
ENSR00000095079	Brain_Amy	ENSR00000095079	17	44643167	44644566	17q21.31
ENSR00000095079	Brain_Cerebellum	ENSR00000095079	17	44643167	44644566	17q21.31
ENSR00000283527	Brain_Fro	ENSR00000283527	17	43578767	43579166	17q21.31
ENSR00000283527	Brain_Hypo	ENSR00000283527	17	43578767	43579166	17q21.31
ENSR00000119069	Brain_Cerebellum	ENSR00000119069	2	73943328	73944527	2p13.1
ENSR00000119070	Brain_Cerebellum	ENSR00000119070	2	73944928	73945127	2p13.1
ENSR00000128481	Brain_Fro	ENSR00000128481	2	198748085	198748459	2q33.1
ENSR00000128482	Brain_Amy	ENSR00000128482	2	198753126	198754524	2q33.1
ENSR00000128482	Brain_Fro	ENSR00000128482	2	198753126	198754524	2q33.1
ENSR00000128482	Brain_Sub	ENSR00000128482	2	198753126	198754524	2q33.1
ENSR00000128482	Brain_Hypo	ENSR00000128482	2	198753126	198754524	2q33.1
ENSR00000128680	Brain_Hypo	ENSR00000128680	2	201261724	201261923	2q33.1
ENSR00000128681	Brain_Hypo	ENSR00000128681	2	201262438	201262973	2q33.1
ENSR00000291575	Brain_Cerebellum	ENSR00000291575	2	73857528	73858327	2p13.1
ENSR00000291586	Brain_Cerebellum	ENSR00000291586	2	73939928	73942327	2p13.1
ENSR00000291587	Brain_Cau	ENSR00000291587	2	73948528	73949727	2p13.1
ENSR00000295531	Brain_Spi	ENSR00000295531	2	200672724	200673123	2q33.1
ENSR00000146626	Brain_Hypo	ENSR00000146626	22	41813805	41814604	22q13.2
ENSR00000301973	Brain_Spi	ENSR00000301973	22	42437205	42439604	22q13.2
ENSR00000187789	Brain_Cer	ENSR00000187789	5	139770781	139771302	5q31.3
ENSR00000195227	Brain_Cerebellum	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Hypo	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Cau	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Fro	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195227	Brain_Hippo	ENSR00000195227	6	28387846	28388136	6p22.1
ENSR00000195487	Brain_Amy	ENSR00000195487	6	31036608	31037087	6p21.33
ENSR00000320019	Brain_Amy	ENSR00000320019	6	27389980	27391979	6p22.1
ENSR00000320042	Brain_Sub	ENSR00000320042	6	28066379	28067378	6p22.1
ENSR00000320213	Brain_Amy	ENSR00000320213	6	31035178	31035577	6p21.33
ENSR00000320213	Brain_Cau	ENSR00000320213	6	31035178	31035577	6p21.33
ENSR00000320214	Brain_Amy	ENSR00000320214	6	31036378	31037177	6p21.33
ENSR00000211619	Brain_Sub	ENSR00000211619	7	42923722	42923898	7p14.1
ENSR00000325922	Brain_Sub	ENSR00000325922	7	42925800	42926199	7p14.1
ENSR00000327037	Brain_Ant	ENSR00000327037	7	86427117	86427516	7q21.12
